tweet_id	adr_mention	tweet_text
341001865607127041	0	the key to ultimate success and unlimited money is to develop a sore throat lozenge that actually works #fastreliefmyass
347374260358103040	0	shit, injected humira last night into my leg and i just slammed my elbow down on the exact spot. ouchie!!
459763533115564032	1	@ana_m_q the enbrel that i was taking to help my rheumatoid arthritis was doing a good job, but it crashed my immune system. it is a drug
349184456558518272	1	@oscli every time i forget seroquel, i end up rage breaking things eg- my laptop *facepalm*
341563424943247362	0	@upworthy #mentalhealthmatters a really great advert, try to think of depression without the cymbalta umbrella.
533532538586025984	0	@markolerosso @amandajp17 docs gave me ventolin and a spacer thing to use it with (to make sure i use it properly) and i don't have asthma!
534132324209025024	0	@daisyjd synthroid stays in the body longer so it's not as pronounced.
447425901106454528	0	@glendadean oh no, so many have that fibromyalgia. lyrica seems to be a good nerve pain rx
343602709519273985	1	@harrydfish @deltrimental joe is on pristiq and he gets weird brain zap / twitch things too.
482214335331438592	0	just ordered so much loperamide that the pharmacist had to come over and check with me that the doctor had got it right. #jpouch @jpouchlife
539989166826979328	0	when you find out you should be prescribed with metformin to reduce insulin levels for pcos but your doctor always said its bc im fat lol.
536934212948221952	0	i've discovered nexium and today for lunch i had two burritos and an entire package of salami just because i could and omg, omg omg yessss
340284744795320320	0	eating paleo but taking prozac kinda defeats the purpose, right?
333391626103832576	0	“@fadekidd17: depressed.” cymbalta ?
331633856123899904	0	trazodone &gt;&gt;&gt;&gt;
349563701394808832	0	cool, the humira commercial just made me lose my appetite.
328874563976957952	0	"rt @chris elliot fund j rexer: ""bt patients on memantine show inc'd cognitive ability"" #braintumorthursday #sno2012 #braincanceractionweek"
519952742752612352	0	@chetanbhawani will it not be wrong between ventolin or re camera ^^ loool #joke .
333828451192692736	0	i was like are you tired...cymbalta can help...cymbalta is for depression
344865165608636416	1	@guccigreenery i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured
461957549072605184	0	jackie christie musta reupped her prolia shot before the reunion show #knuckifyoubuck #bbwla
525512801570525184	1	i think advair makes my skin dry
538881561555247104	0	ah man, your lunesta is on back order!! no sleep for you!
499294929437593600	0	rx misplaced or stolen. the cost of advair is so completely unreasonable. need it filled now and the cost is $248. #advair #glaxosmithkline
525412932776394752	0	"@mallelis also her medical job uses ""suboxone strips"" so she wants 2 be a suboxone stripper 4 halloween and educate people about her job"
467495325100675073	0	@krdouglass big pharma would rather pimp their toxic tnfs like humira or enbrel. no thanks, pass the bananas please!
531993419649126400	0	nexium solves most problems in this house.
526073230571077632	0	@essentialquo 'intravenous imodium sounds like a good name for a band!
353503396331921409	1	going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
359908548756508672	0	ah yes i forgot how fucking bad the saphris tastes
342274012656848897	0	$eln orval's expanding the market and tysabri best drug for its indication. biib now incentive to position tysabri for current indication.
340477522473009153	0	you're so happy , you're like santa  on prozac  at disneyland  getting laid
342090971107958784	0	@domlovesraisa oh dear ..i mean depression sucks but c'mon are you that bad? cymbalta can help.
349423962758979584	0	@deepikajiah @justice4jiahk all she needed for her major depression was a pill of pristiq or cymbalta.u cud have saved her,how do u feel now
466916165072453632	0	@emcmillanscott @show_your_hand thalidomide survivors thank you edward for all your past and ongoing support for our campaign.
326393205811720192	0	"mañana biocinves 2013, presentaré mi trabajo ""effect of fluoxetine, bupropion and yohimbine on proceptivity and receptivity in naturally..."""
354135403655213056	0	@gac_dirtytalk what the hell is vimpat &amp; keppra?&amp; the only bitch here is you.can't drop it and move on can you..nope drama.
517954074465947648	0	@bratinelo next line after nevirapine and efavirenz hehe. @cortezryan32
343476486642204672	0	@thebrandi i was on that. class action law suit against paxil for ruining our relationships?
343511850480177152	0	it is very early prop from ricola throat lozenge advertisements. @roadshowpbs #antiquesroadshow @rilaws
340939791950544897	0	the fact that i had to stop taking lamictal really pisses me off because that's the only mood stabilizer left that doesn't cause weight gain
447454597854924800	0	“@allhailkrissy: i need a new adderall prescription 😩”when you get that..pop it offff
480915732994088960	0	can't find my flovent inhaler 😖😩
347741847411642370	0	can someone send a shipment of effexor up to the heavenly vault?
351619134334832641	1	today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf
332115581132238851	0	@blah_blah_mastr ramipril better than captopril. escitalopram better than fluoxetine. ranitidine is better than cimetidine.
459698432543047680	1	hello hughniverse! i've been away because i spent two weeks in the hospital. the enbrel i was taking helped my ra, but trashed my immune
344694932386217984	0	rt @vyvanseswag: the vyvanse life is a lonely life, but it's the only life for me,
530194731813183488	0	@dellaquella @wifeyofasailor nope. that's myth. fda says synthroid is unstable and varies in potency but natural desiccated thyroid from &gt;&gt;
506731957410349056	0	#stics trial: no effect of rosuvastatin on icu stay or time to hospital discharge - barbara casadei #esccongress
529146643225276417	0	where the sildenafil
350083196530073602	0	lamotrigine was still 30-fold less that in peripheral metastases, indicative of a critical limiting role of the btb.
345229033291780096	0	"rt @skitzoette: ""bob used to go to the doctor a lot,but since he started taking xarelto with his evening meals and killing hookers,he's fee…"
447986439603515392	0	a girl is telling me about how she's taking adderall and defending herself about it and it's so great and i really don't care
527417944809037824	0	nexium saved my stomach today
508410578101366785	0	@theleewilliams @lannatexasgal @jankjellberg1 @onceatweeter needs few doses of sildenafil ;) http://t.co/4awtcjcalk
349186292556378112	0	rt @jakeinreallife: *batman voice* do you have a lozenge
526002600366571520	0	@yankkulak nexium
340557826495741952	0	"""@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.""-i coulda had bananas?"
538095031152701441	0	@cherryrae i have some diclofenac from a doc to try, which i will right now.
458951946871660544	0	i was finally able to take temazepam and i'm so excited to finally sleep   i'm so tired i could cry only i'm too tired to cry
528733532341141504	0	metformin is often the drug of choice for type 2 diabetes because it has multiple benefits and is less likely to cause weight gain.
466897690345738240	0	#bbc audio: effects of thalidomide 'were horrific': david mason discusses the effects of the drug thalidomide, prescrib...  #yaysiteamo..
526048246167126017	0	@seekingalpha tamiflu is not licensed to gsk...roche
350320588973277184	0	the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
345982141924012032	0	@chenoite thanks, yeah he told me that cipro is an intermediate antibotic, he said i needed something a lot stronger.
506890598524411904	0	@espn i wonder how sleepy chris fowlers game is?  probably lunesta levels!  cf you're an arrogant tosser
539466283398758400	0	oxycodone is one hell of a drug. 😜
341920414060138497	0	@helloimmarta @prozac @mary_ey i don't accept negative answers, so we can do it. it'll work. &lt;3
350429791851261952	1	i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med.
446826043463041024	0	acomplia rimonabant - slimming tablet just before shrink weigh: .hpl
360819522598477824	0	@drsanjaygupta i had paroxysmal afib, was taking metoprolol which did nothing, now taking 1200mg of magnesium daily. cured over 18 mos. now.
382180376694640640	0	fosamax side femur fractures esophagus problems hardening of the jaw (osteonecrosis) toll free 1.888.520.5202 se habla espanol.
507229419786612736	0	@cvshealth @cvshealth  i guess you can drop profits from smoking because you are raping us on crestor
435583810051137537	0	@alixsar so mom is now on xarelto and brilinta to prevent clotting around her stents (good names for a pretty rad buddy cop movie)...
333613758305943552	0	~fangirlea~ me sigue cipro sdkjdfhkjfdhkj xddd!!!
518075914304106497	0	any #endosisters been prescribed buprenorphine patches? how serious is the 'no alcohol' part? #endometriosis #painorwine
490963964499476480	1	as effective as enbrel is on my #rheum i really could do without the second-day hangover.
538578200943538176	0	and fentanyl time… and dialudid time… and versed time… and oxycodone time… http://t.co/an6kjmfeug
458491744732991488	0	if using blood thinner pradaxa see @ctvnews april 21, 2014 episode with lisa. laflamme and get informed
341966014826815489	0	today, the only thing i'm thankful for is vyvanse.
351705584560652290	0	@pimunchers oh, i take fluoxetine, 40mg of it. it works pretty well, i don't hide under things as much as i used to lmao
460803164132741123	1	@soccervoid mine was sleep paralysis. i hope you're not on viibryd
534510434544795648	0	sally field, blythe danner sees your boniva and raises you prolia. a very careful feud ensues!! #divas #osteoporosis
351422848214118401	0	has anyone looked at the costs of 6 months of vte rx with apixaban vs lmw heparin plus warfarin?  lmw heparin is not cheap!
348287890146603010	0	@tabbydarling i have multiple health issues and disorders: lamictal,lisinopril,strattera,buspar,risperdol,trazadone,corig,cogenton,klonopin
449187372672884736	0	@mightycasey me too i had great benefit with vioxx but the cv issues really concern me.
339955686186291200	0	i fully believe these nicotine patches have made it possible to get this far with not smoking.
349104655759994880	0	@psychoticdancer when i first started lithium it was weekly but it's now every 3 months. i guess they can do the bloods for olanzapine then
450415020094939136	0	"people having fun and enjoying this beautiful sunday and i'm over here like..""saxagliptin - onglyza for diabetes in 2.5 &amp; 5 mg tablets"" 😰"
354423657386356736	0	xarelto is one pill a day. xarelto may cause uncontrollable bleeding. ask your doctor about xarelto.
495170297629511680	0	"esps-2 of aggrenox used 50mg asa because e = european and ""baby asa"" = 50mg europe. #neuroconf"
530752294640689152	0	montanaro: 3. lansoprazole x-reacts with rabeprazole but not any others #acaai
374521277308239872	0	@60minutes fbi chicago stole seven 10mg bystolic pills from my husband (taken for high blood pressure)....
345589360407740416	0	combination therapy with teriparetide in osteoposis - yes with denosumab or zol, no with alendronate. via ralston at #eular2013
343482701816418304	1	cymbalta, my mood has worsened
524314150550257665	0	@metrouk makes sense since pfizer was originally  developing sildenafil nitrate to treat high blood pressure
350948934505594880	0	#lurasidone has low propensity for #weightgain and #metabolic disturbances making it attractive option for #bipolar #depression #mhchat #mh
493866374918590464	0	my office is so weird. a conversation about crack and freebase currently happening in the background. this morning is was nuvaring mishaps
536706198570299392	0	when you find a lunesta sample in your drug drawer &gt;&gt;&gt;
387769678610702336	0	on a pizza that is in the oven and take my latuda
540925495714394112	0	@donlemon i've treated severe asthma pt. that went into resp. arrest, started to assist resp with a bvm and albuterol pt come back.
328867928357363712	0	@zombie_elvira cbt and moving onto fluoxetine was good for me. recently been slipping back into low moods though... so yeah i agree &gt;_&lt;
348973695575937024	0	canagliflozin demonstrates better glycemic control and body weight reduction versus sitagliptin in a 52 weeks clinical study #2013ada
487432197700608000	0	@deeeannuhh take meclizine if you feel nauseous, or loperamide if you gots da poops.
333267353099972609	0	@iamcarrieeeeee @nicclark83 i have a consultant letter saying i must have lamictal- things were ok for 3 months, annoyed it's started again
331513192838737920	0	@dementiatoday memantine has a limited effect, more focus should be on reducing agitation and not just with pharmacology ;)
538946385278554113	0	ok ni nama dia brunch factory. brunch = breakfast + lunch.. tu antara menu dia. http://t.co/jeejzpdenu
332070396104953857	1	"""prozac and paxil have the same effects.""  well, shit. no wonder i fucking have insomnia after i told him i have it."
491187142417059840	0	time to #feedthemachine .  i'm gonna get my $ worth out of my atorvastatin
342126695651868672	0	@thatcutefag_ vyvanse dude, i do the same shit all the time.
461546798344323072	0	@jmollerlbp i don't even know what thalidomide is. #old
533282956479975425	0	straight in...thanks xopenex you got me to november but onky every 4-5 hours is kinda scary. albuterol is every hour...
459965604762382337	1	@jackiebrown6161 @shirleyalexis @cfsunravelled gabapentin &amp; tramadol don't work for shit. make me sick. i hate them but can't get others
397789059331801088	0	$regn - $375/share target from at dbab, up from $315 -- eylea beat and raise. robyn karnauskas ia nalyst
350917567763849217	0	omg seroquel i need you so bad rn.
520049334680027136	0	@themethmaze i had to do my own research. i taught my doctor. i wrote letters to the ministry of health, all sorts of things for suboxone
333033932952051713	0	trouble in math? cymbalta can help
342392894725971968	0	humira shot done - hopefully a lifesaver
526772831372066816	0	09:26am ventolin - halasan bazar &amp; tara king th. - 8(moon glyph)
450468467318091776	0	@edshow just few rx butrans patch10 mcg $400, crestor 10mg $190, cymbalta $280 this is just a one month supply total $870 i am on disability
343837276377321473	0	mason has been a little more anxious and moody lately.  his dr and i agreed to increase his dosage. currently on prozac,lamictal and abilify
534048813212651520	0	really? you think taking miralax while pregnant caused your kids autism? i guess you really can't fix stupid
455991061417316352	0	baumbach: spiriva accounted for over 3.5bn eur in 2013, up almost 4%, pradaxa up 16% to 1.2bn eur #biapc
345143667763318785	0	50mg of vyvanse and a large hazelnut coffee from dd #breakfastofchampions
528476156170096640	0	what would i do without my flovent
350949302610305025	0	rt @globalmeded: #lurasidone has low propensity for #weightgain and #metabolic disturbances making it attractive option for #bipolar #depre…
341367333589237760	0	here's to hoping this baclofen does the trick tonight....
342681672229191680	0	@djhall42 @jennatownsend13 uhhh actually vyvanse****
347465120231858177	0	rt @nejm: report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity. http://t.co/omohxer…
341598477270257664	0	wondering whether taking extra fluoxetine will cause any noticeable increase in my blood levels or whether it will be mostly placebo?
526236485406564354	0	7-11 clerk said i had nice eyes as i purchased imodium pills
342587342541959168	0	@ak_bmoney vyvanse haha, i haven't been taking it regularly and i did yesterday so i'm wired
446781813898608643	0	was gonna eat adderall for dinner but @harrelson_al saved the day by bringing $$ to the library so i could eat this!! http://t.co/wvtnwxqp9k
343607733133647872	0	speaking of vyvanse, mine is wearing off.
342944016616259585	1	@mannypresh602 word. i've been fuckin tweakin out on vyvanse and writing hella verses
541141605743599616	0	@mehrrunnisa sorry lansoprazole or nexium usually neutralizes the acid and allows the ulcer heal.
343943149804191745	0	rt @lovekarrigan: sounds like everyone needs a big dose of cymbalta tonight
344775897645207552	0	that moment when your vyvanse kicks in and you write down all these lists but only get as far as writing them down. #shortattentionspand
469633361892212736	0	the brief celebration of vioxx on today's @pti made me so happy.
522485091537518593	0	:-/ in a quandary. suspect hypermobile 11 has a small shoulder sublux. now not sure if should take her 2 a&amp;e- have given scripted diclofenac
345360403464876032	0	what drugs do you take? well i was on lithium seroquel and abilify but i stopped taking them ha ha
330487120915480577	0	the guy in this movie is on trazodone, abilify, &amp; seroquel &amp; i'm just like wow you're just like me
385874013601280000	0	“@shar8689: @beinguncosmo what did you switch to? was that effexor you were on?” zoloft, pristiq now effexor.
349452004541739008	0	cashflow enterpriser lozenge myob software?-which measurement software deal?
481887466908315648	1	@borederdoc could have used you last week. pt was not please with my, clonidine, hydroxyzine, loperamide solution to her withdrawal issues.
506303280226398208	0	thanks to diet pills, chain-smoking, black coffee, water and coconut water, antidepressant, sleeping pills and sibutramine #weak #ill
354263244694761475	0	for ms, if jc virus positive, is it worth trying to change from tysabri to campath? thanks!
539561421038944256	0	the doctor put me on some antibiotics and gave me a prescription for symbicort
342081045937659904	0	"@ddworkouts wow, they make prozac, cymbalta, and cialis. did being so close to so many ""feel good"" drugs make you feel good?"
532567810460098560	0	@gwynethpaltrow your mama looks gorgeous in the prolia commercial. i have always ❤️her.#moms
524514410795388928	0	@theuktoday remember tamiflu vaccines a huge waste of money driven by hysteria...#thelieswearetold
420206255295053824	0	the price of uranium went up ! compare alternate heating &amp; power sources.nuclear is more effient as many countries use it 4 power. pay up...
438152765143920640	0	latuda will clear up your bipolar disorder. just don't have grapefruit juice or you may go on a killing spree. i love rx disclaimers
481498043775463424	0	@wendyrandolph celebrex, i'd never tried it before (that i remember) and it's in the same fam w/ vioxx which is the only one that has worked
354362816913874944	0	the vet put my cat on paxil.  he's a cat! how much anxiety can he have?!? #lickmyassorlayinthesun
363690016330874880	0	@proftimnoakes tim victoza - good for weight loss?
329141456189149184	0	haladol and trazodone time. would be a true all nighter but for probation tomorrow. yep. again.
349528425851138052	0	is anyone on #tysabri and using a port?!? is it mandatory to have one? i've been thinking about changing treatments but that scares me a bit
541734624867930113	0	no link found between bladder cancer and use of pioglitazone or rosiglitazone latest publication from diabetologia
452512833960677376	0	zender: use mouse liver cancer mouse model and stable rnai to directly conduct in-vivo work on sorafenib sensitizers #aacr14
482031555062149121	0	@carlosdanger420 is januvia right for you?
340290380664819713	0	someone should create nicotine infused beer popsicles packaged in lottery tickets. most addicting thing ever.
344831258494394368	0	@sami_motin any side effects?  my neuro recommended tysabri as first option but i was scared. went with gilenya
341767317392326659	1	@melzter777 that's how i felt about humira. when it stopped working, i had a whole summer in and out of the hospital
540479477902344192	0	mutates to take diarrhea vijay. buzz. wrong, you lose. lost our kia fart cd players imodium ad washer woman's elbow brain poo farts. diaper
501947246418886659	1	lunesta throws my taste buds way off. like water tastes so so bad😭
531118526120349697	0	@caseylblair w/the synthroid in the morning i’m supposed to wait least 30 min (preferably 1 hour) before eating/drinking, esp caffeine. :/
527815969511833601	0	@alicewanless an imodium should sort them out
492504836739317761	0	@arfaan11 what age did you have surgery? and yeah, i've done humira and remicade. right now just on methortrexate shots.
508720039332020224	0	@electricmeridia + its panels. why was it so easy to be upset with meridia now? it had never been so easy before; what had anna done to her?
461210864193126402	0	flat on my back mostly all day. gabapentin and skyrim. waiting for doctor to call back to schedule injections.
449014467506888704	1	do any of my friends who take pristiq have problems with nausea? ):
540775252285214720	0	alkie vineyards binds passionate boysenberry undertones and a zesty albuterol flavor in their 2009 cabernet. #jewelry
487063767478329347	0	glenmark to launch anti-hypertension drug in us - telmisartan current portfolio consists of 92 products in the us market and 73 andas wip
491783438958338048	0	if you didn't wanna get pregnant then you shoulda put a nuvaring on it #girlcode
376022528550240256	0	@firefly_811 @epilepsysociety i take vimpat along with keppra and it seems to help even though i still have break throughs
506447286491414529	0	@aftercollege as the 10th anniversary of the vioxx recall approaches, let's remember the scores of thousands of people merck slaughtered.
345273787559845888	0	rt @fightforfood: wake up  put on the same hoodie and sweatpants  lay on couch with phone  lay on bed with phone fall asleep repeat paxil®
512669556356419584	0	symbicort commercial got cute walfs in it
349512655125479426	0	rt @charlesornstein: 17 of the top 20 medicare prescribers of the beta blocker bystolic got speaking fees from maker forest labs http://t.c…
333332158745812993	0	lol! rt @iam_oblivion: depression hurts, cymbalta can help.
330645461184696320	0	the liquid form of fluoxetine is the nastiest tasting thing in the whole entire world ew
494879615291514880	0	simbadol launched in us. buprenorphine for cats lasting 24hours...#catanalgesia #purrfect ??
527318477502431232	0	@millenniumistic nexium
505329323117924352	0	backwards hats and all, jonesing for some taco bell because miralax is too expensive.
446742050071789568	0	too bad amazon doesn't sell adderall that would be tight
531879288593997824	0	@sybywater i know simon i've been having the same battle 4 10years,on metformin now,keep up ur efforts though.
353733699600265217	1	taking trazodone and literally passing out on the bathroom floor yeah that shit happens
374522853703815168	0	@gma fbi chicago stole seven 10mg bystolic pills from my husband (taken for high blood pressure)....
342347011993001984	0	#vegasgr: dabigatran not effective in patients with protein c/s deficiency.#foamed
347934179578765312	0	i'm bout to get me a sierra mist.  i wish i had some seroquel xr so i could go to sleep
441030087480074241	0	"on #victoza commercial...""don't take victoza if you are allergic to victoza or any of its ingredients.""  #duh #srsly http://t.co/2n9wbzlols"
538767593734434817	0	ok pharmacists - if i write suboxone 8/2 i mean films. cause that's suboxone. the tabs are subutex.
332599003516637187	0	@obliterated_ what about quetiapine, ask google
523640167165202432	0	i can feel cancer flowing through my blood today. a year ago i was on velcade chemo, now i wondering how soon until i'm on chemo again.
538687568615727104	0	haven't eaten in two days but i been popin this oxycodone like a professional 😔
341513701112836096	0	i'm high on drugs - paracetamol, orphenadrine citrate, ciprofloxacin. please work. please.
385827631398019073	0	@brian_m_wong #csim2013 perhaps more an argument for extending rx of unprovoked vte than an argument for apixaban
531353607791456257	0	@lionfetus fuck is right , i need lunesta lol
344188888300011520	0	@xomason3 😳 shit better make you have a 12 pack overnight or something! 75$ is crazy... i go with a redbull or vyvanse💊
328201356190044160	0	just sucked on a nicotine lozenge thinking it was a cough drop
341233838262980610	0	gonna take a piece of seroquel so i can take a nap lol
332992991419580418	0	daily pills at the moment include cleanse elite senokot vitaburn forceval fluoxetine paracetamol
340952277495984131	0	@mzwatts_lvn me toooooooo! i need some cymbalta now
328967150758936576	0	do u know what medications are r for bipolar depression? currently #fda approved lamotrigine aka #lamictal
343239004092788736	0	@hotandhumid when i got humira they sent me a box of them, same with b12,and when they did home health care infusions.
347106743865733120	0	thought i was closer to receiving #humira  after five month runaround...then they told me the co-pay-hahahaha... supplement plan missing?!?
348912447991717888	0	while i missed the chat i'll say it took a while for the right medication. trazodone &amp; remeron and it's out like a light #bpdchat
342174484574396416	0	"""@jaimejasso94: my mom took my focalin what am i going to do tomorrow?!"" i got u with that vyvanse 😎"
332982511229607937	0	@dilligafoxford @schizophrenicgb i have a low dose of trazodone to help me sleep otherwise i wouldn't especially when #happymental
532039517575061505	0	@goldyvox haha very punny i see what you did there viox i see it
541926602649919488	0	cant even imagine what my life would be like without adderall
341736273372917760	0	@hannah_burdick want sum prozac? u can snort it ;)
531655842635210752	0	super metroid redesign maridia speedball: fuck you fuck you fuck you
339918767167528960	0	ask @katzunga tonic clonic. pero wala sa choices ang lamotrigine carbamazepine at phenytoin. pheno primidone and valproic. what to choose?
342127745876242433	0	@_royalbitch well, i don't like it, at all. so, ima take this last vyvanse i have then ima quit.
